iban,date,amount,currency,category,description
FR7630006000011234567890189,2024-04-06,-109.7,EUR,restaurants,"Restaurant Milano"
IT60X0542811101000000123456,2023-07-26,-838.31,EUR,rent,"Rent"
GB29NWBK60161331926819,2024-03-22,-127.7,GBP,shopping,"Zalando"
GB82WEST12345698765432,2024-04-20,-134.89,GBP,transport,"Uber"
DE36200400300014000000,2024-03-06,-578.27,EUR,rent,"Miete"
GB29NWBK60161331926819,2023-12-13,-30.66,GBP,entertainment,"Odeon Cinema"
IT60X0542811101000000123456,2023-08-15,-78.66,EUR,groceries,"ASDA"
GB82WEST12345698765432,2024-10-26,-1020.46,GBP,rent,"Council Tax"
GB29NWBK60161331926819,2023-11-16,-29.23,GBP,transport,"BVG Ticket"
FR7630006000011234567890189,2023-03-03,-1195.58,EUR,travel,"easyJet"
DE36200400300014000000,2024-06-14,4582.85,EUR,salary,"Freelance Rechnung"
FR7630006000011234567890189,2024-02-03,-6.48,EUR,entertainment,"Netflix"
IT60X0542811101000000123456,2024-03-06,-74.48,EUR,entertainment,"Theater"
GB29NWBK60161331926819,2024-06-20,-362.19,GBP,shopping,"MediaMarkt"
FR7614508590000000034317,2023-02-18,-18,EUR,entertainment,"Netflix"
ES9121000418450200051332,2023-01-25,-46.67,EUR,groceries,"ASDA"
FR7614508590000000034317,2024-06-21,4492.45,EUR,salary,"Freelance Rechnung"
DE75512108001245126199,2023-11-30,-92.46,EUR,restaurants,"McDonalds"
DE75512108001245126199,2023-02-19,-64.9,EUR,restaurants,"Restaurant Milano"
NL91ABNA0417164300,2024-09-28,-1411.53,EUR,rent,"Miete"
FR7614508590000000034317,2023-07-07,-153.57,EUR,utilities,"BT Broadband"
FR7614508590000000034317,2024-06-25,-41.66,EUR,utilities,"BT Broadband"
FR7630006000011234567890189,2024-09-17,-65.53,EUR,restaurants,"Restaurant Milano"
DE36200400300014000000,2023-07-13,-2371.12,EUR,rent,"Nebenkosten"
GB82WEST12345698765432,2023-11-17,-1399.98,GBP,rent,"WG Anteil"
FR7630006000011234567890189,2024-04-19,-410.01,EUR,travel,"British Airways"
GB29NWBK60161331926819,2024-08-27,-2035.14,GBP,rent,"Nebenkosten"
DE89370400440532013000,2024-11-22,-34.76,EUR,entertainment,"Odeon Cinema"
DE36200400300014000000,2023-01-29,-1099.86,EUR,rent,"Miete"
DE89370400440532013000,2023-10-29,-295.17,EUR,shopping,"H&M"
DE89370400440532013000,2023-10-19,-86.52,EUR,groceries,"Kaufland"
NL91ABNA0417164300,2024-09-17,-162.61,EUR,transport,"Uber"
GB29NWBK60161331926819,2023-12-03,-135.09,GBP,utilities,"British Gas"
NL91ABNA0417164300,2024-11-10,-363.08,EUR,shopping,"ASOS"
IT60X0542811101000000123456,2023-03-31,-384.78,EUR,shopping,"Zalando"
FR7630006000011234567890189,2024-01-08,-2217.75,EUR,rent,"Council Tax"
FR7630006000011234567890189,2023-09-15,-155.44,EUR,transport,"Uber"
DE89370400440532013000,2024-05-30,-412.71,EUR,travel,"Booking.com"
NL91ABNA0417164300,2023-08-28,-258.35,EUR,shopping,"MediaMarkt"
ES9121000418450200051332,2024-03-24,1503.23,EUR,salary,"Salary"
FR7614508590000000034317,2023-10-18,-210.38,EUR,utilities,"British Gas"
DE89370400440532013000,2024-03-31,-382.17,EUR,shopping,"MediaMarkt"
IT60X0542811101000000123456,2024-12-17,-69.18,EUR,shopping,"IKEA"
ES9121000418450200051332,2024-03-03,-47.76,EUR,groceries,"Kaufland"
GB29NWBK60161331926819,2024-01-17,-82.02,GBP,restaurants,"Wagamama"
FR7614508590000000034317,2024-08-30,-102.84,EUR,shopping,"ASOS"
DE75512108001245126199,2023-06-20,1569.64,EUR,salary,"Gehalt"
GB29NWBK60161331926819,2023-08-21,-583.62,GBP,rent,"WG Anteil"
FR7630006000011234567890189,2024-06-30,-105.09,EUR,transport,"Taxi"
GB29NWBK60161331926819,2023-12-10,-17.74,GBP,shopping,"IKEA"
FR7630006000011234567890189,2024-01-15,-134.18,EUR,utilities,"British Gas"
DE89370400440532013000,2024-01-12,-69.21,EUR,restaurants,"Pret a Manger"
GB82WEST12345698765432,2023-10-16,-73.57,GBP,healthcare,"Apotheke"
GB82WEST12345698765432,2024-09-28,-1489.62,GBP,travel,"Lufthansa"
FR7630006000011234567890189,2024-05-22,-54.19,EUR,restaurants,"Burger King"
NL91ABNA0417164300,2023-07-29,-191.47,EUR,shopping,"John Lewis"
DE89370400440532013000,2023-03-12,-241.53,EUR,healthcare,"Arztpraxis"
FR7630006000011234567890189,2023-03-01,-1241.54,EUR,travel,"Airbnb"
ES9121000418450200051332,2023-10-10,3873.11,EUR,salary,"Honorar"
GB29NWBK60161331926819,2024-05-11,-82.26,GBP,restaurants,"Burger King"
FR7630006000011234567890189,2023-06-19,-56.88,EUR,healthcare,"Fitnessstudio"
GB82WEST12345698765432,2023-05-26,-1524.7,GBP,rent,"Miete"
GB29NWBK60161331926819,2024-12-26,-109.88,GBP,restaurants,"Wagamama"
FR7630006000011234567890189,2024-02-28,-90.75,EUR,transport,"Taxi"
DE75512108001245126199,2023-10-28,-17.54,EUR,healthcare,"Fitnessstudio"
IT60X0542811101000000123456,2023-06-06,-55.84,EUR,restaurants,"Restaurant Milano"
GB82WEST12345698765432,2023-03-20,-886.46,GBP,travel,"Airbnb"
FR7630006000011234567890189,2023-01-09,-241.08,EUR,healthcare,"Arztpraxis"
DE36200400300014000000,2023-09-25,-184.04,EUR,shopping,"IKEA"
DE36200400300014000000,2024-05-18,-499.84,EUR,shopping,"ASOS"
NL91ABNA0417164300,2023-11-20,-143.17,EUR,utilities,"Stadtwerke Strom"
IT60X0542811101000000123456,2023-04-02,-28.76,EUR,groceries,"REWE Supermarket"
GB82WEST12345698765432,2023-12-14,-77.04,GBP,groceries,"Lidl"
NL91ABNA0417164300,2023-02-24,-202.69,EUR,travel,"Booking.com"
DE75512108001245126199,2023-11-28,-1703.33,EUR,rent,"Nebenkosten"
IT60X0542811101000000123456,2024-02-03,-261.92,EUR,healthcare,"Arztpraxis"
DE75512108001245126199,2023-09-21,-14.67,EUR,healthcare,"Fitnessstudio"
DE89370400440532013000,2024-02-29,-69.82,EUR,groceries,"Sainsbury"
GB82WEST12345698765432,2023-12-28,-39.54,GBP,entertainment,"Netflix"
IT60X0542811101000000123456,2023-08-09,-21.62,EUR,groceries,"Tesco"
FR7614508590000000034317,2024-07-12,-85.15,EUR,transport,"National Rail"
DE75512108001245126199,2024-05-05,-197.83,EUR,utilities,"Stadtwerke Strom"
GB29NWBK60161331926819,2023-07-21,-27.55,GBP,healthcare,"Arztpraxis"
DE36200400300014000000,2024-07-10,1878.28,EUR,salary,"Honorar"
ES9121000418450200051332,2024-09-09,4652.06,EUR,salary,"Consulting Fee"
GB29NWBK60161331926819,2023-08-27,-44.86,GBP,restaurants,"McDonalds"
FR7630006000011234567890189,2024-11-08,-66.88,EUR,entertainment,"Theater"
FR7630006000011234567890189,2024-07-01,-201.26,EUR,utilities,"BT Broadband"
FR7630006000011234567890189,2024-11-08,-404.61,EUR,shopping,"Zalando"
GB82WEST12345698765432,2024-01-24,-1034.69,GBP,travel,"British Airways"
IT60X0542811101000000123456,2023-09-16,-296.72,EUR,shopping,"H&M"
ES9121000418450200051332,2023-10-26,-2415.66,EUR,rent,"WG Anteil"
DE89370400440532013000,2023-03-16,-187.41,EUR,utilities,"British Gas"
FR7614508590000000034317,2024-03-13,-102.77,EUR,restaurants,"Nandos"
DE89370400440532013000,2024-06-24,-161.45,EUR,shopping,"Zalando"
IT60X0542811101000000123456,2023-06-19,-16.95,EUR,entertainment,"Steam"
FR7630006000011234567890189,2024-05-11,-42.17,EUR,entertainment,"Steam"
ES9121000418450200051332,2024-01-30,-909.86,EUR,rent,"WG Anteil"
DE75512108001245126199,2023-02-05,-203.32,EUR,shopping,"ASOS"
DE75512108001245126199,2023-07-26,3888.88,EUR,salary,"Gehalt"
GB82WEST12345698765432,2023-12-12,-67.5,GBP,transport,"BVG Ticket"
DE36200400300014000000,2023-05-28,-85.55,EUR,restaurants,"Burger King"
DE75512108001245126199,2023-05-18,-401.6,EUR,shopping,"Zalando"
ES9121000418450200051332,2023-04-10,-45.36,EUR,groceries,"Aldi"
FR7614508590000000034317,2024-09-09,2290.83,EUR,salary,"Salary"
GB29NWBK60161331926819,2023-12-25,-99.12,GBP,transport,"Uber"
ES9121000418450200051332,2023-12-14,-891.72,EUR,rent,"Council Tax"
FR7630006000011234567890189,2024-01-16,-1929.79,EUR,rent,"Council Tax"
ES9121000418450200051332,2024-05-02,-175.08,EUR,utilities,"Internet DSL"
GB82WEST12345698765432,2024-12-20,-68.75,GBP,transport,"BVG Ticket"
DE75512108001245126199,2024-12-04,-110.11,EUR,healthcare,"Apotheke"
DE75512108001245126199,2024-03-05,-69.47,EUR,transport,"Uber"
DE36200400300014000000,2024-07-12,-1372.57,EUR,travel,"Booking.com"
DE75512108001245126199,2023-09-08,-68.75,EUR,entertainment,"Netflix"
ES9121000418450200051332,2023-01-21,-70.64,EUR,entertainment,"Netflix"
IT60X0542811101000000123456,2024-10-13,-149.46,EUR,groceries,"Edeka"
DE89370400440532013000,2023-08-19,-409.58,EUR,shopping,"H&M"
FR7630006000011234567890189,2024-08-06,-168.05,EUR,utilities,"British Gas"
NL91ABNA0417164300,2023-10-30,-94.72,EUR,transport,"Flixbus"
NL91ABNA0417164300,2023-03-01,-276.71,EUR,healthcare,"Fitnessstudio"
FR7630006000011234567890189,2024-11-24,-184.63,EUR,healthcare,"Arztpraxis"
FR7614508590000000034317,2023-02-10,-108.85,EUR,groceries,"Tesco"
GB82WEST12345698765432,2023-03-09,-52.27,GBP,entertainment,"Steam"
FR7614508590000000034317,2024-09-25,-19.71,EUR,groceries,"Tesco"
IT60X0542811101000000123456,2024-03-18,-87.53,EUR,groceries,"ASDA"
DE75512108001245126199,2024-05-10,-148.96,EUR,healthcare,"Apotheke"
GB82WEST12345698765432,2024-12-14,2643.82,GBP,salary,"Salary"
GB29NWBK60161331926819,2023-11-19,-222.53,GBP,utilities,"Internet DSL"
DE75512108001245126199,2023-07-05,-76.72,EUR,entertainment,"Cinema Ticket"
DE36200400300014000000,2024-09-18,-87.47,EUR,restaurants,"Nandos"
DE89370400440532013000,2024-08-04,-92.6,EUR,restaurants,"Burger King"
IT60X0542811101000000123456,2023-10-11,-33.75,EUR,transport,"TfL Oyster"
DE89370400440532013000,2024-02-27,-2392.81,EUR,rent,"Nebenkosten"
NL91ABNA0417164300,2024-06-27,1612.09,EUR,salary,"Honorar"
DE89370400440532013000,2024-11-22,-76.98,EUR,entertainment,"Cinema Ticket"
GB29NWBK60161331926819,2024-11-15,-2038.15,GBP,rent,"Rent"
GB82WEST12345698765432,2024-01-20,-302.9,GBP,shopping,"Amazon"
DE36200400300014000000,2024-12-01,-114.88,EUR,transport,"Uber"
NL91ABNA0417164300,2023-09-17,-75.39,EUR,groceries,"REWE Supermarket"
FR7630006000011234567890189,2024-02-23,-152.92,EUR,utilities,"EDF Energy"
IT60X0542811101000000123456,2023-03-23,2894.19,EUR,salary,"Honorar"
GB82WEST12345698765432,2024-01-04,-99.38,GBP,shopping,"MediaMarkt"
DE89370400440532013000,2024-01-03,-1011.72,EUR,rent,"WG Anteil"
DE75512108001245126199,2024-02-07,4232.18,EUR,salary,"Salary"
NL91ABNA0417164300,2024-12-14,-134.82,EUR,utilities,"Gas Rechnung"
DE75512108001245126199,2024-12-05,-1099.88,EUR,travel,"Airbnb"
GB29NWBK60161331926819,2024-04-08,-59.94,GBP,entertainment,"Cinema Ticket"
DE75512108001245126199,2023-02-18,-10.78,EUR,restaurants,"Nandos"
NL91ABNA0417164300,2023-05-20,-41.69,EUR,groceries,"Edeka"
GB82WEST12345698765432,2024-10-15,1876.95,GBP,salary,"Honorar"
NL91ABNA0417164300,2023-05-04,-216.21,EUR,utilities,"BT Broadband"
FR7630006000011234567890189,2023-03-20,-1413.94,EUR,travel,"Hotel Reservation"
NL91ABNA0417164300,2024-08-19,-92.37,EUR,groceries,"REWE Supermarket"
FR7614508590000000034317,2024-10-26,-120.64,EUR,transport,"Uber"
GB29NWBK60161331926819,2023-02-04,2335.05,GBP,salary,"Consulting Fee"
DE36200400300014000000,2023-09-27,-297.99,EUR,healthcare,"Boots Pharmacy"
GB82WEST12345698765432,2024-04-22,-44.49,GBP,groceries,"Edeka"
ES9121000418450200051332,2023-04-26,1579.99,EUR,salary,"Salary"
FR7614508590000000034317,2024-07-16,-130.17,EUR,utilities,"British Gas"
GB29NWBK60161331926819,2023-09-17,-141.16,GBP,healthcare,"NHS Prescription"
DE75512108001245126199,2023-06-06,-144.77,EUR,healthcare,"NHS Prescription"
DE89370400440532013000,2024-10-10,-2157.06,EUR,rent,"Rent"
NL91ABNA0417164300,2024-02-18,-232.75,EUR,healthcare,"Boots Pharmacy"
IT60X0542811101000000123456,2023-12-31,-900.65,EUR,travel,"easyJet"
IT60X0542811101000000123456,2023-09-25,-30.91,EUR,transport,"Taxi"
NL91ABNA0417164300,2023-10-16,-137.27,EUR,healthcare,"Apotheke"
FR7614508590000000034317,2024-02-03,-190.42,EUR,utilities,"BT Broadband"
FR7630006000011234567890189,2024-09-20,-250.1,EUR,healthcare,"Arztpraxis"
FR7630006000011234567890189,2023-03-08,-109.21,EUR,restaurants,"Pret a Manger"
GB82WEST12345698765432,2023-11-21,3876.48,GBP,salary,"Gehalt"
DE75512108001245126199,2024-03-10,-1266.74,EUR,travel,"easyJet"
DE36200400300014000000,2024-03-24,-16.47,EUR,transport,"Uber"
FR7614508590000000034317,2024-12-30,-558.32,EUR,travel,"Airbnb"
FR7614508590000000034317,2023-10-23,-123.78,EUR,shopping,"John Lewis"
FR7614508590000000034317,2024-01-29,-103.98,EUR,utilities,"Gas Rechnung"
DE89370400440532013000,2024-04-06,-19.78,EUR,entertainment,"Netflix"
ES9121000418450200051332,2024-12-15,3441.51,EUR,salary,"Salary"
ES9121000418450200051332,2023-10-24,-476.04,EUR,shopping,"Amazon"
FR7614508590000000034317,2023-03-11,-107.19,EUR,groceries,"Aldi"
DE75512108001245126199,2024-02-08,-141.35,EUR,groceries,"Lidl"
GB29NWBK60161331926819,2023-02-16,-47.49,GBP,groceries,"Lidl"
DE36200400300014000000,2024-02-09,4746.62,EUR,salary,"Freelance Rechnung"
IT60X0542811101000000123456,2023-02-01,-97.39,EUR,utilities,"Internet DSL"
FR7614508590000000034317,2024-01-07,-34.91,EUR,utilities,"Internet DSL"
FR7630006000011234567890189,2023-08-11,-159.03,EUR,utilities,"Stadtwerke Strom"
FR7614508590000000034317,2024-07-15,-68.76,EUR,restaurants,"Wagamama"
FR7614508590000000034317,2023-04-05,-19.19,EUR,groceries,"Edeka"
DE89370400440532013000,2023-08-31,-475.89,EUR,travel,"Lufthansa"
ES9121000418450200051332,2023-10-16,-101.69,EUR,groceries,"ASDA"
GB29NWBK60161331926819,2023-08-18,-94.15,GBP,restaurants,"Burger King"
DE36200400300014000000,2023-08-10,-16.84,EUR,transport,"Deutsche Bahn"
DE89370400440532013000,2023-02-09,-1492.62,EUR,rent,"Council Tax"
DE89370400440532013000,2023-03-20,-1986.69,EUR,rent,"Council Tax"
GB82WEST12345698765432,2023-12-09,-103.94,GBP,restaurants,"McDonalds"
IT60X0542811101000000123456,2023-05-24,-107.57,EUR,groceries,"Edeka"
GB82WEST12345698765432,2024-04-18,-2436.22,GBP,rent,"WG Anteil"
GB82WEST12345698765432,2024-11-06,-218.7,GBP,shopping,"MediaMarkt"
DE89370400440532013000,2024-12-12,-63.36,EUR,utilities,"BT Broadband"
FR7630006000011234567890189,2024-01-20,-91.67,EUR,healthcare,"Boots Pharmacy"
ES9121000418450200051332,2024-12-22,-76.74,EUR,groceries,"Sainsbury"
ES9121000418450200051332,2023-06-20,-472.87,EUR,shopping,"John Lewis"
GB29NWBK60161331926819,2023-07-20,-148.5,GBP,groceries,"Sainsbury"
FR7614508590000000034317,2024-03-03,-1640.58,EUR,rent,"Nebenkosten"
ES9121000418450200051332,2024-01-25,-93.84,EUR,groceries,"Kaufland"
IT60X0542811101000000123456,2024-07-02,-140.72,EUR,groceries,"Aldi"
FR7630006000011234567890189,2024-09-08,-276.19,EUR,shopping,"John Lewis"
IT60X0542811101000000123456,2023-09-13,-45.51,EUR,utilities,"Gas Rechnung"
GB82WEST12345698765432,2023-05-16,2346.81,GBP,salary,"Salary"
NL91ABNA0417164300,2024-07-12,-1202.8,EUR,travel,"Booking.com"
DE75512108001245126199,2024-11-27,-1899.38,EUR,rent,"Nebenkosten"
GB29NWBK60161331926819,2024-03-21,-170.25,GBP,transport,"National Rail"
GB82WEST12345698765432,2023-08-08,-1768.84,GBP,rent,"Rent"
DE36200400300014000000,2024-05-21,-26.71,EUR,restaurants,"McDonalds"
DE36200400300014000000,2023-12-27,-68.4,EUR,healthcare,"NHS Prescription"
NL91ABNA0417164300,2023-08-02,-51.74,EUR,entertainment,"Steam"
GB29NWBK60161331926819,2024-06-29,-1148.13,GBP,travel,"easyJet"
ES9121000418450200051332,2024-03-22,-2452.4,EUR,rent,"Council Tax"
FR7614508590000000034317,2023-11-11,-162.72,EUR,transport,"Uber"
ES9121000418450200051332,2023-11-12,-247.19,EUR,travel,"Booking.com"
FR7630006000011234567890189,2023-08-26,-49.72,EUR,restaurants,"Restaurant Milano"
FR7614508590000000034317,2023-12-06,-1534.98,EUR,rent,"WG Anteil"
DE36200400300014000000,2023-05-09,-127.99,EUR,groceries,"Edeka"
ES9121000418450200051332,2023-04-15,-348.15,EUR,shopping,"Zalando"
FR7630006000011234567890189,2024-03-07,3269.27,EUR,salary,"Gehalt"
DE75512108001245126199,2023-01-13,-134.63,EUR,utilities,"Internet DSL"
NL91ABNA0417164300,2023-06-30,-24.23,EUR,restaurants,"Wagamama"
FR7630006000011234567890189,2023-02-16,-1240.06,EUR,travel,"British Airways"
IT60X0542811101000000123456,2023-12-24,-267.31,EUR,travel,"Lufthansa"
FR7630006000011234567890189,2023-04-09,-72.5,EUR,groceries,"Sainsbury"
IT60X0542811101000000123456,2024-07-11,-46.18,EUR,transport,"Flixbus"
DE75512108001245126199,2023-11-17,-137.54,EUR,utilities,"BT Broadband"
GB82WEST12345698765432,2024-09-24,-11.61,GBP,transport,"Deutsche Bahn"
IT60X0542811101000000123456,2023-07-19,-156.06,EUR,utilities,"Internet DSL"
GB82WEST12345698765432,2024-07-22,-183.9,GBP,shopping,"ASOS"
FR7630006000011234567890189,2023-08-27,1665.42,EUR,salary,"Salary"
DE36200400300014000000,2023-11-12,-65.49,EUR,entertainment,"Theater"
GB82WEST12345698765432,2024-10-30,-19.55,GBP,restaurants,"Pret a Manger"
IT60X0542811101000000123456,2024-05-22,-2362.34,EUR,rent,"Miete"
DE75512108001245126199,2024-10-20,-594.85,EUR,travel,"easyJet"
FR7614508590000000034317,2023-04-24,-51.61,EUR,entertainment,"Cinema Ticket"
IT60X0542811101000000123456,2023-08-07,-256.44,EUR,shopping,"MediaMarkt"
FR7630006000011234567890189,2024-08-07,-13.56,EUR,groceries,"Lidl"
NL91ABNA0417164300,2024-02-25,-491.91,EUR,shopping,"ASOS"
DE75512108001245126199,2023-06-26,-121.61,EUR,groceries,"Aldi"
FR7614508590000000034317,2023-12-16,-53.9,EUR,healthcare,"Fitnessstudio"
GB82WEST12345698765432,2023-11-22,-92.15,GBP,healthcare,"Boots Pharmacy"
FR7614508590000000034317,2023-08-08,-10.3,EUR,entertainment,"Steam"
GB82WEST12345698765432,2023-10-03,-208.3,GBP,travel,"Lufthansa"
DE75512108001245126199,2024-08-12,-52.03,EUR,restaurants,"Burger King"
DE89370400440532013000,2024-08-02,-73.62,EUR,shopping,"Amazon"
ES9121000418450200051332,2023-04-15,-39.65,EUR,transport,"Flixbus"
GB29NWBK60161331926819,2023-11-23,-490.15,GBP,shopping,"Zalando"
FR7614508590000000034317,2023-11-22,-1235.6,EUR,travel,"Booking.com"
NL91ABNA0417164300,2024-11-03,-270.05,EUR,healthcare,"Boots Pharmacy"
ES9121000418450200051332,2023-04-25,-341.26,EUR,shopping,"MediaMarkt"
DE75512108001245126199,2024-07-20,-1286.03,EUR,rent,"Council Tax"
FR7630006000011234567890189,2024-02-25,2680.63,EUR,salary,"Freelance Rechnung"
NL91ABNA0417164300,2023-05-26,-7.79,EUR,entertainment,"Netflix"
DE36200400300014000000,2023-05-16,-97.29,EUR,utilities,"British Gas"
GB29NWBK60161331926819,2024-08-31,-138.1,GBP,shopping,"John Lewis"
DE75512108001245126199,2023-01-23,3679.9,EUR,salary,"Freelance Rechnung"
FR7614508590000000034317,2023-10-29,-203.57,EUR,shopping,"Amazon"
GB29NWBK60161331926819,2024-12-17,-174.3,GBP,travel,"Booking.com"
DE75512108001245126199,2024-10-14,-890.36,EUR,rent,"WG Anteil"
DE36200400300014000000,2024-09-29,-1164.51,EUR,rent,"Council Tax"
FR7630006000011234567890189,2024-07-05,-557.7,EUR,rent,"Nebenkosten"
DE89370400440532013000,2024-10-19,2902.88,EUR,salary,"Freelance Rechnung"
DE75512108001245126199,2023-05-27,4451.91,EUR,salary,"Gehalt"
GB29NWBK60161331926819,2023-01-09,-398.36,GBP,shopping,"Zalando"
GB29NWBK60161331926819,2023-10-06,-1618.4,GBP,rent,"WG Anteil"
NL91ABNA0417164300,2024-07-22,-861.65,EUR,travel,"Airbnb"
DE75512108001245126199,2024-02-13,-74.39,EUR,restaurants,"Restaurant Milano"
DE75512108001245126199,2023-11-21,-244.89,EUR,healthcare,"Fitnessstudio"
ES9121000418450200051332,2024-02-28,-136.7,EUR,utilities,"Gas Rechnung"
NL91ABNA0417164300,2023-11-02,-117.36,EUR,transport,"BVG Ticket"
FR7630006000011234567890189,2024-06-02,-107.06,EUR,healthcare,"Arztpraxis"
FR7614508590000000034317,2024-10-31,-126.23,EUR,groceries,"ASDA"
IT60X0542811101000000123456,2024-11-04,-69.99,EUR,entertainment,"Spotify"
DE36200400300014000000,2024-11-22,4897.9,EUR,salary,"Gehalt"
GB29NWBK60161331926819,2024-04-08,-327.13,GBP,shopping,"MediaMarkt"
DE36200400300014000000,2023-08-16,-14.19,EUR,entertainment,"Steam"
ES9121000418450200051332,2024-10-01,-112.27,EUR,restaurants,"Wagamama"
GB82WEST12345698765432,2023-02-06,2001.02,GBP,salary,"Honorar"
IT60X0542811101000000123456,2023-07-31,-190.18,EUR,transport,"Taxi"
IT60X0542811101000000123456,2023-12-09,-2002.1,EUR,rent,"Rent"
GB29NWBK60161331926819,2024-05-17,-73.83,GBP,transport,"National Rail"
GB82WEST12345698765432,2024-09-12,-1638.64,GBP,rent,"Nebenkosten"
DE36200400300014000000,2024-09-26,-259.46,EUR,shopping,"IKEA"
FR7614508590000000034317,2023-09-24,-8.37,EUR,entertainment,"Cinema Ticket"
DE36200400300014000000,2023-07-12,-189.82,EUR,transport,"Uber"
IT60X0542811101000000123456,2024-02-09,-2389.81,EUR,rent,"Council Tax"
DE89370400440532013000,2024-11-27,-190.88,EUR,healthcare,"Fitnessstudio"
IT60X0542811101000000123456,2023-10-15,-387.28,EUR,shopping,"Amazon"
IT60X0542811101000000123456,2024-03-09,-116.8,EUR,restaurants,"Pret a Manger"
NL91ABNA0417164300,2023-09-18,-143.54,EUR,healthcare,"Fitnessstudio"
ES9121000418450200051332,2024-05-07,-1173.27,EUR,travel,"Hotel Reservation"
NL91ABNA0417164300,2024-04-04,4340.84,EUR,salary,"Salary"
FR7630006000011234567890189,2024-10-12,-259.05,EUR,healthcare,"Arztpraxis"
GB82WEST12345698765432,2024-09-18,-47.22,GBP,entertainment,"Netflix"
DE36200400300014000000,2024-11-30,-144.77,EUR,groceries,"Sainsbury"
DE75512108001245126199,2024-10-23,-16.86,EUR,restaurants,"Pret a Manger"
DE75512108001245126199,2023-12-05,-102.46,EUR,utilities,"BT Broadband"
IT60X0542811101000000123456,2024-10-19,-75.43,EUR,entertainment,"Steam"
ES9121000418450200051332,2024-12-15,-714.61,EUR,rent,"WG Anteil"
FR7614508590000000034317,2023-09-22,-6.08,EUR,entertainment,"Netflix"
DE89370400440532013000,2023-11-03,-94.03,EUR,healthcare,"NHS Prescription"
DE75512108001245126199,2024-02-26,-1557.07,EUR,rent,"Rent"
ES9121000418450200051332,2024-05-21,-129.91,EUR,utilities,"Gas Rechnung"
DE89370400440532013000,2024-06-19,4021.17,EUR,salary,"Honorar"
DE89370400440532013000,2023-02-06,2696.46,EUR,salary,"Gehalt"
IT60X0542811101000000123456,2023-06-22,-34.18,EUR,restaurants,"Nandos"
FR7614508590000000034317,2024-10-20,-50.18,EUR,entertainment,"Cinema Ticket"
IT60X0542811101000000123456,2023-09-03,-442.1,EUR,shopping,"Zalando"
DE89370400440532013000,2024-02-02,-1222.24,EUR,travel,"easyJet"
DE89370400440532013000,2024-07-26,-89.69,EUR,healthcare,"Boots Pharmacy"
GB82WEST12345698765432,2024-10-05,-131.5,GBP,transport,"Flixbus"
DE36200400300014000000,2023-12-04,-62.94,EUR,restaurants,"McDonalds"
FR7630006000011234567890189,2024-06-04,-39.06,EUR,entertainment,"Steam"
GB82WEST12345698765432,2023-05-10,-199.8,GBP,shopping,"Zalando"
FR7614508590000000034317,2024-11-14,-434.95,EUR,shopping,"MediaMarkt"
IT60X0542811101000000123456,2023-11-27,-11.99,EUR,groceries,"Aldi"
DE75512108001245126199,2024-10-01,-381.78,EUR,shopping,"IKEA"
GB29NWBK60161331926819,2023-04-07,-144.44,GBP,groceries,"Lidl"
NL91ABNA0417164300,2023-01-27,-107.37,EUR,utilities,"BT Broadband"
FR7630006000011234567890189,2023-02-05,-1037.73,EUR,rent,"WG Anteil"
GB29NWBK60161331926819,2023-07-12,-48.38,GBP,entertainment,"Odeon Cinema"
NL91ABNA0417164300,2024-09-28,3524.02,EUR,salary,"Gehalt"
GB82WEST12345698765432,2023-10-07,3194.47,GBP,salary,"Honorar"
FR7614508590000000034317,2024-03-12,-26.44,EUR,entertainment,"Netflix"
NL91ABNA0417164300,2024-02-26,-104.56,EUR,transport,"Uber"
DE36200400300014000000,2023-10-21,-8.75,EUR,restaurants,"Burger King"
DE89370400440532013000,2023-01-24,-63.73,EUR,groceries,"Sainsbury"
FR7630006000011234567890189,2024-04-23,-1703.91,EUR,rent,"Miete"
DE75512108001245126199,2024-08-26,-131.76,EUR,groceries,"Edeka"
DE75512108001245126199,2023-04-03,-110.56,EUR,utilities,"Stadtwerke Strom"
GB29NWBK60161331926819,2024-03-11,-152.71,GBP,shopping,"Zalando"
DE36200400300014000000,2023-03-17,-913.98,EUR,rent,"WG Anteil"
DE36200400300014000000,2024-04-04,-31.37,EUR,restaurants,"Burger King"
NL91ABNA0417164300,2023-01-09,2445.99,EUR,salary,"Honorar"
DE89370400440532013000,2023-02-28,-72.3,EUR,utilities,"British Gas"
GB29NWBK60161331926819,2024-12-16,-110.39,GBP,restaurants,"Restaurant Milano"
ES9121000418450200051332,2023-04-08,-56.8,EUR,restaurants,"McDonalds"
DE89370400440532013000,2024-07-30,-339.97,EUR,travel,"British Airways"
FR7614508590000000034317,2023-11-06,-95.67,EUR,travel,"Airbnb"
FR7630006000011234567890189,2023-02-13,-199.34,EUR,transport,"TfL Oyster"
FR7630006000011234567890189,2023-04-25,2998.14,EUR,salary,"Gehalt"
ES9121000418450200051332,2023-02-11,3601.24,EUR,salary,"Gehalt"
NL91ABNA0417164300,2024-12-03,-243.87,EUR,utilities,"BT Broadband"
FR7614508590000000034317,2024-06-03,-2118.88,EUR,rent,"Council Tax"
IT60X0542811101000000123456,2023-09-09,-269.71,EUR,healthcare,"NHS Prescription"
NL91ABNA0417164300,2024-06-17,2380.35,EUR,salary,"Freelance Rechnung"
